ID	OBJECTID	GoRI_TestFlag	GoRI_subset	F_Name	F_Type	Street	Town	OwnerTyp	P_Ground	B_Field	S_Field	F_Field	M_Field	B_Court	T_Court	V_Court	Track	SkatPark	IH_Rink	SH_Rink	Golf	Fishing	Boating	Hunting	Trails	Beach	Pool	ActiveRec	RestRoom	W_Path	B_Path	StateGrant	LWCFGrant	Lon	Lat	Conservation.Area	Description	Are.there.additional.names.for.this.recreational.area	Should.Be.Included.in.GoRI.	Not.Included..Why.	Allow.Dogs	Restrooms.Available.	Americans.with.Disabilities.Act..ADA..Parking	Stroller.Friendly	Picnic.Area	Acres.Miles	Contact.Info	Contact.Info.Seasonal	Link.for.More.Info
753	753	NA	N	Hazard Memorial Garden	Local Park	Kingstown	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.45874591	41.79584831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
754	754	NA	Y	South County Bike Path	Local Park	Ministerial	South Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	N	N	-71.42066992	41.80260924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
756	756	1	Y	Allen Harbor	Local Park	Alllen	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.41741971	41.79416612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
757	757	NA	N	Forest Park	Local Park	Lynn	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.39967325	41.78505011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
758	758	NA	Y	Town Dock Park	Local Park	Brown	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	N	N	-71.34394523	41.77086586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
759	759	NA	N	Town Hall Memorial Park	Local Park	Boston Neck	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	Y	-71.3899168	41.76672015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
760	760	NA	N	Town Wharf	Local Park	Main	North Kingstown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.47296739	41.76551858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
761	761	NA	Y	Mystic Woods	Conservation Area	South	East Greenwich	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.34990006	41.75662384	Mystic Woods	Trails wind through a wooded parcel owned by the East Greenwich Land Trust		Yes		Yes	No	No	No	No	NA	East Greenwich Land Trust 401-886-8645	NA	
762	762	NA	N	Municipal Cove Overlook	Local Park	Division	East Greenwich	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.31790777	41.74388876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
763	763	NA	N	Meadowbrook Field	Local Park	Chestnut	East Greenwich	MUN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.30687672	41.74132436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
764	764	1	Y	Weetamo Woods	Local Park	Lake	Tiverton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	N	N	-71.75213816	41.73702553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
765	765	1	Y	Grinnells Beach	Local Park	Main	Tiverton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Y	N	-71.28545499	41.73066461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
766	766	NA	N	South Field	Athletic Facility	East	Tiverton	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.40980972	41.72253264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
767	767	NA	N	Bayview Playground	Local Park	Hooper	Tiverton	MUN	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.47440054	41.72801587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
768	768	NA	N	Rotary Park	Local Park	Airport	Westerly	MUN	1	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Y	N	-71.39760599	41.72346682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
769	769	NA	N	Springbrook School	School	Springbrook	Westerly	SCH	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.54196204	41.72466246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
770	770	1	Y	Blue Shutters Beach	Local Park	Beach	Charlestown	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	N	N	-71.45834935	41.71869307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
771	771	1	Y	Fish Hill Ball Fields	Athletic Facility	Fish Hill	Coventry	STA	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	N	N	-71.49298606	41.71722507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
773	773	1	Y	North Glen Boat Launch	Local Park	North Glen	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.38352836	41.71156669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
774	774	1	Y	Hope Pond Recreation Area & Beach	Local Park	Ryefield	Scituate	MUN	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	N	N	-71.25945978	41.71023453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
775	775	NA	N	Beaver River Road Playground	Local Park	Beaver River	Richmond	MUN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	N	-71.42490973	41.6988988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
776	776	NA	N	Apponaug Park	Local Park	Post	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	-71.474919	41.69241415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
777	777	NA	N	Saul Tarlow Field	Athletic Facility	High	Central Falls	MUN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	-71.25721656	41.69073036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
778	778	1	Y	Chariho Athletic Association	Local Park	Nooseneck Hill	Hopkinton	PRV	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	N	-71.25858671	41.68887821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
779	779	1	Y	Big River / Nooseneck Hill Road Fishing Access	Fishing / Boating	Nooseneck Hill	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	N	N	-71.56259058	41.6859738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
780	780	NA	Y	Nannaquaket Bridge	Fishing / Boating	Main	Tiverton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.24149549	41.68294616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
781	781	NA	N	St. Mary's Pond	Fishing / Boating	Union	Portsmouth	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.27478669	41.68007664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
782	782	NA	N	Lampham Pond	Fishing / Boating	Victory	Burrillville	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.27576572	41.67765189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
783	783	1	Y	Round Top	Management Area	Round Top	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	N	N	-71.27208148	41.67040199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
784	784	NA	N	Mowry Pond	Fishing / Boating	Killingly	Glocester	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.27777757	41.6689594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
785	785	1	Y	Blue Pond	Fishing / Boating	Canonchet	Hopkinton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	N	N	-71.18440258	41.66652748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
786	786	1	Y	Long Pond	Fishing / Boating	North	Hopkinton	NGO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.45594866	41.66283978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
787	787	NA	N	Upper Rochambeau / Handy Pond	Fishing / Boating	Old River	Lincoln	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.45299093	41.66098433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
788	788	1	Y	Carr Pond	Fishing / Boating	Hopkins Hill	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	N	N	-71.44762549	41.65855015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
789	789	NA	N	AL Mowry	Fishing / Boating	Industrial	Smithfield	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.45506999	41.65678666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
790	790	NA	N	Seidel Pond Fishing Access	Fishing / Boating	Hall	Cranston	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.46305829	41.6511542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
791	791	1	Y	State Pier # 4	Fishing / Boating	Succotash	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.46596343	41.64550829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
793	793	NA	N	Old Sprague Bridge Fishing Access	Fishing / Boating	Boston Neck	Narragansett	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.24291602	41.62847075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
794	794	1	Y	Peck Pond / Pulaski Park	State Park	Unnamed	Burrillville	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	N	Y	-71.43647676	41.63028383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
795	795	NA	N	Cass Pond Fishing Access	Fishing / Boating	Cass	Woonsocket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	Y	-71.50445365	41.62355699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796	796	NA	N	Sylvester's Pond Fishing Access	Fishing / Boating	Woonsocket Hospital	Woonsocket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	Y	-71.46225323	41.61854718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
797	797	1	Y	Olney Pond Fishing Access	Fishing / Boating	Stump Hill	Lincoln	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.62014999	41.58550697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
798	798	1	Y	Bucks Horn Brook	Fishing / Boating	Lewis Farm	Coventry	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.29442513	41.56242548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
800	800	1	Y	Deep Pond	Fishing / Boating	Deep Pond	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.17634002	41.50856225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
801	801	1	Y	Falls River - Austin Farm	Fishing / Boating	Plain	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.42795478	41.5067444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
802	802	1	Y	Lower Fall River	Fishing / Boating	Midway Rail	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.57801365	41.49799875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
803	803	1	Y	Simon Jordan Fishing Access	Fishing / Boating	Brookie	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.44699872	41.49902696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
804	804	1	Y	Upper Flat River	Fishing / Boating	Plain	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.37425685	41.49804935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
805	805	1	Y	Lower Flat River	Fishing / Boating	Arcadia Man Area	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.30456748	41.4937964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
806	806	1	Y	Frosty Hollow Pond	Fishing / Boating	Camp E-hun-tee	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.25128814	41.48707467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
807	807	1	Y	Paris Brook	Fishing / Boating	Mount Tom	Exeter	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.46517619	41.47392649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
808	808	1	Y	Step Stone Falls	Fishing / Boating	Falls River	West Greenwich	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.4943843	41.45002314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
809	809	1	Y	Ponagansett	Fishing / Boating	Pine Tree	Foster	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.45267627	41.78778519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
810	810	1	Y	Mechanic St	Fishing / Boating	Mechanic	Hopkinton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.39504461	41.78184439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
811	811	1	Y	Simmons Mill Pond	Management Area	Colebrook	Little Compton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	N	N	-71.49521566	41.42999465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
812	812	1	Y	Carolina Trout Pond	Fishing / Boating	Coondog	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.78959053	41.42932441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
813	813	1	Y	Meadow Brook At Carolina	Fishing / Boating	Pine Hill	Richmond	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.83715285	41.39580591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
814	814	1	Y	Deep Hole	Fishing / Boating	Matunuck Beach	South Kingstown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.8136654	41.37926287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
815	815	NA	N	Nonquit Pond Fishing Access	Fishing / Boating	Pond Bridge	Tiverton	UTL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.56047015	41.68325205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
816	816	1	Y	Weekapaug Breachway	Fishing / Boating	Wawaloam	Westerly	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.53435098	41.72279187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
817	817	1	Y	East Beach	Fishing / Boating	Beach	Charlestown	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	N	Y	-71.46824701	41.64935606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
818	818	1	Y	Black Point	Fishing / Boating	Ocean	Narragansett	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	N	N	-71.5394764	41.94132229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
819	819	NA	Y	Adamsville Brook	Conservation Area	Crandall	Tiverton	UTL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.40862618	41.80817704	Adamsville Brook			No	tiny two car roadside parking area next fishing stream						NA		NA	
820	820	NA	N	Tiverton Trout Pond	Fishing / Boating	Fish	Tiverton	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.42726906	41.79179958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
823	823	NA	N	Lower Melville Pond	Fishing / Boating	Unnamed	Portsmouth	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.46428651	41.81609525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
824	824	NA	N	McCorey Lane	Fishing / Boating	Mccorrie	Portsmouth	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.31200683	41.49508267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
825	825	NA	N	Upper Melville Pond Fishing Access	Fishing / Boating	Bradford	Portsmouth	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.58085592	41.18125202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
826	826	1	Y	Old Harbor Breakwater	Fishing / Boating	Water	New Shoreham	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.47124887	41.78388617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
827	827	1	Y	East Beach	Local Park	Beach	New Shoreham	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	N	N	-71.36259614	41.84048732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
828	828	1	Y	Mohegan Bluffs / South East Light Stairway	State Park	Spring	New Shoreham	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	Y	-71.30011856	41.52035688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
829	829	1	Y	Burlingame Reservoir	Fishing / Boating	Elbow Rock	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	Y	-71.43885428	41.4894967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
830	830	1	Y	Eight Rod Farm	Management Area	Eight Rod	Tiverton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	N	N	-71.47588351	41.55818221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
831	831	NA	N	Korea-Vietnam Vets Park	Local Park	Arnold	Coventry	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	N	N	-71.42909666	41.75034663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
832	832	1	Y	Annawanscutt Fishing & Boating Access	Fishing / Boating	Viking	Bristol	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	N	-71.42223032	41.76161288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
833	833	1	Y	Barberville Fishing And Boating Access	Fishing / Boating	Arcadia	Hopkinton	NGO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	N	N	-71.74559219	41.3975898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
834	834	1	Y	Gaspee Point	Fishing / Boating	Bay Shore	Warwick	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.57723701	41.67241752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
835	835	1	Y	Locustville Pond	Fishing / Boating	Unnamed	Hopkinton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.37190392	41.87714021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
836	836	1	Y	Longmeadow Fishing And Boating Access	Fishing / Boating	Dorr	Warwick	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.36288407	41.86877296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
837	837	1	Y	Stump Pond	Fishing / Boating	Log	Smithfield	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.4217078	41.76619956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
838	838	1	Y	Gull Cove Fishing & Boating Access	Fishing / Boating	State 138	Portsmouth	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.68897904	41.68435829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
839	839	1	Y	Festival Pier	Fishing / Boating	Tim Healey	Pawtucket	MUN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	Y	N	-71.55948669	41.68292781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
840	840	1	Y	Zeke's Bridge	Fishing / Boating	Harkney Hill	Coventry	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.2916822	41.69844881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
841	841	1	N	George Washington Campground	State Park	George Washington	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	N	Y	-71.43536594	41.80953329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
842	842	1	Y	Clarkville Pond	Fishing / Boating	Shepard	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	N	Y	-71.46131573	41.65581655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
843	843	1	Y	Pascoag Reservoir Fishing Access	Fishing / Boating	Brandy Brook	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.32106441	41.74538983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
844	844	1	Y	Lake Washington	Fishing / Boating	Lake Washington	Glocester	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.52568369	41.68905829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
845	845	1	Y	Moscow Pond	Fishing / Boating	Woody Hill	Hopkinton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.43686234	41.81907486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
846	846	1	Y	Olney Pond	Fishing / Boating	Les Pawson Loop	Lincoln	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	Y	-71.52706763	41.98944276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
847	847	1	Y	Carbuncle Pond	Fishing / Boating	Plainfield Pike	Coventry	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	N	N	-71.58681263	41.68621964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
848	848	1	Y	JL Curran	State Park	Seven Mile	Cranston	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	N	N	-71.23396399	41.62577743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
849	849	1	Y	Alton Pond Landing	Fishing / Boating	Alton Bradford	Hopkinton	PRV	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.25585338	41.51374185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
850	850	1	Y	Ashville Pond	Fishing / Boating	Canonchet	Hopkinton	STA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	N	N	-71.39049528	41.82350245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
